his last dinner at home	.	1
last dinner at home .	All	1
dinner at home . All	the	1
at home . All the	dishes	1
home . All the dishes	were	1
. All the dishes were	ready	1
All the dishes were ready	to	1
the dishes were ready to	be	1
dishes were ready to be	taken	1
were ready to be taken	in	1
ready to be taken in	,	1
to be taken in ,	and	1
be taken in , and	they	1
taken in , and they	were	1
in , and they were	standing	1
, and they were standing	upon	1
and they were standing upon	the	1
they were standing upon the	hearth	1
were standing upon the hearth	.	1
standing upon the hearth .	"""What"	1
"upon the hearth . ""What"	is	1
"the hearth . ""What is"	it	1
"hearth . ""What is it"	you	1
". ""What is it you"	have	1
"""What is it you have"	for	1
is it you have for	dinner	1
it you have for dinner	,	1
you have for dinner ,	dear	1
have for dinner , dear	mother?	1
for dinner , dear mother?	""""	1
"dinner , dear mother? """	he	1
", dear mother? "" he"	inquired	1
"dear mother? "" he inquired"	.	1
"mother? "" he inquired ."	"""You"	1
""" he inquired . ""You"	can	1
"he inquired . ""You can"	look	1
"inquired . ""You can look"	for	1
". ""You can look for"	yourself	1
"""You can look for yourself"	,	1
can look for yourself ,	""""	1
"look for yourself , """	she	1
"for yourself , "" she"	replied	1
"yourself , "" she replied"	.	1
", "" she replied ."	Then	1
""" she replied . Then"	Tom	1
she replied . Then Tom	sprang	1
replied . Then Tom sprang	up	1
. Then Tom sprang up	on	1
Then Tom sprang up on	to	1
Tom sprang up on to	the	1
sprang up on to the	hob	1
up on to the hob	,	1
on to the hob ,	and	1
to the hob , and	peeped	1
the hob , and peeped	into	1
hob , and peeped into	all	1
, and peeped into all	the	1
and peeped into all the	dishes	1
peeped into all the dishes	,	1
into all the dishes ,	but	1
all the dishes , but	over	1
the dishes , but over	one	1
dishes , but over one	he	1
, but over one he	leant	1
but over one he leant	so	1
over one he leant so	far	1
one he leant so far	,	1
he leant so far ,	that	1
leant so far , that	he	1
so far , that he	was	1
far , that he was	carried	1
, that he was carried	up	1
that he was carried up	by	1
he was carried up by	the	1
was carried up by the	steam	1
carried up by the steam	through	1
up by the steam through	the	1
by the steam through the	chimney	1
the steam through the chimney	,	1
steam through the chimney ,	and	1
through the chimney , and	then	1
the chimney , and then	for	1
chimney , and then for	some	1
, and then for some	distance	1
and then for some distance	he	1
then for some distance he	floated	1
for some distance he floated	on	1
some distance he floated on	the	1
distance he floated on the	smoke	1
he floated on the smoke	,	1
floated on the smoke ,	but	1
on the smoke , but	after	1
the smoke , but after	a	1
smoke , but after a	while	1
, but after a while	he	1
but after a while he	fell	1
after a while he fell	upon	1
a while he fell upon	the	1
while he fell upon the	ground	1
he fell upon the ground	once	1
fell upon the ground once	more	1
upon the ground once more	.	1
the ground once more .	Now	1
ground once more . Now	,	1
once more . Now ,	at	1
more . Now , at	last	1
. Now , at last	,	1
Now , at last ,	Tom	1
, at last , Tom	Thumb	1
at last , Tom Thumb	was	1
last , Tom Thumb was	really	1
, Tom Thumb was really	out	1
Tom Thumb was really out	in	1
Thumb was really out in	the	1
was really out in the	wide	1
really out in the wide	world	1
out in the wide world	,	1
in the wide world ,	and	1
the wide world , and	he	1
wide world , and he	went	1
world , and he went	on	1
, and he went on	cheerily	1
and he went on cheerily	,	1
he went on cheerily ,	and	1
went on cheerily , and	after	1
on cheerily , and after	a	1
cheerily , and after a	time	1
, and after a time	was	1
and after a time was	engaged	1
after a time was engaged	by	1
a time was engaged by	a	1
time was engaged by a	master	1
was engaged by a master	tailor	1
engaged by a master tailor	;	1
by a master tailor ;	but	1
a master tailor ; but	here	1
master tailor ; but here	the	1
tailor ; but here the	food	1
; but here the food	was	1
but here the food was	not	1
here the food was not	so	1
the food was not so	good	1
food was not so good	as	1
was not so good as	his	1
not so good as his	mother's	1
so good as his mother's	,	1
good as his mother's ,	and	1
as his mother's , and	it	1
his mother's , and it	was	1
mother's , and it was	not	1
, and it was not	to	1
and it was not to	his	1
it was not to his	taste	1
was not to his taste	.	1
not to his taste .	So	1
to his taste . So	he	1
his taste . So he	said	1
taste . So he said	,	1
. So he said ,	"""Mistress"	1
"So he said , ""Mistress"	,	1
"he said , ""Mistress ,"	if	1
"said , ""Mistress , if"	you	1
", ""Mistress , if you"	will	1
"""Mistress , if you will"	not	1
, if you will not	give	1
if you will not give	me	1
you will not give me	better	1
will not give me better	things	1
not give me better things	to	1
give me better things to	eat	1
me better things to eat	,	1
better things to eat ,	I	1
things to eat , I	shall	1
to eat , I shall	chalk	1
eat , I shall chalk	upon	1
, I shall chalk upon	your	1
I shall chalk upon your	door	1
shall chalk upon your door	,	1
chalk upon your door ,	'Too	1
upon your door , 'Too	many	1
your door , 'Too many	potatoes	1
door , 'Too many potatoes	,	1
, 'Too many potatoes ,	and	1
'Too many potatoes , and	not	1
many potatoes , and not	enough	1
potatoes , and not enough	meat	1
, and not enough meat	.	1
and not enough meat .	Good-bye	1
not enough meat . Good-bye	,	1
enough meat . Good-bye ,	potato-mill	1
meat . Good-bye , potato-mill	.'	1
. Good-bye , potato-mill .'	""""	1
"Good-bye , potato-mill .' """	"""I"	1
", potato-mill .' "" ""I"	should	1
"potato-mill .' "" ""I should"	like	1
".' "" ""I should like"	to	1
""" ""I should like to"	know	1
"""I should like to know"	what	1
should like to know what	you	1
like to know what you	want	1
to know what you want	,	1
know what you want ,	you	1
what you want , you	little	1
you want , you little	grasshopper!	1
want , you little grasshopper!	""""	1
", you little grasshopper! """	cried	1
"you little grasshopper! "" cried"	the	1
"little grasshopper! "" cried the"	woman	1
"grasshopper! "" cried the woman"	very	1
""" cried the woman very"	angrily	1
cried the woman very angrily	,	1
the woman very angrily ,	and	1
woman very angrily , and	she	1
very angrily , and she	seized	1
angrily , and she seized	a	1
, and she seized a	shred	1
and she seized a shred	of	1
she seized a shred of	cloth	1
seized a shred of cloth	to	1
a shred of cloth to	strike	1
shred of cloth to strike	him	1
of cloth to strike him	;	1
cloth to strike him ;	however	1
to strike him ; however	,	1
strike him ; however ,	the	1
him ; however , the	tiny	1
; however , the tiny	tailor	1
however , the tiny tailor	popped	1
, the tiny tailor popped	under	1
the tiny tailor popped under	a	1
tiny tailor popped under a	thimble	1
tailor popped under a thimble	,	1
popped under a thimble ,	and	1
under a thimble , and	from	1
a thimble , and from	it	1
thimble , and from it	he	1
, and from it he	peeped	1
and from it he peeped	,	1
from it he peeped ,	putting	1
it he peeped , putting	out	1
he peeped , putting out	his	1
peeped , putting out his	tongue	1
, putting out his tongue	at	1
putting out his tongue at	the	1
out his tongue at the	mistress	1
his tongue at the mistress	.	1
tongue at the mistress .	So	1
at the mistress . So	she	1
the mistress . So she	took	1
mistress . So she took	up	1
. So she took up	the	1
So she took up the	thimble	1
she took up the thimble	,	1
took up the thimble ,	meaning	1
up the thimble , meaning	to	1
the thimble , meaning to	catch	1
thimble , meaning to catch	him	1
, meaning to catch him	,	1
meaning to catch him ,	but	1
to catch him , but	Tom	1
catch him , but Tom	Thumb	1
him , but Tom Thumb	hid	1
, but Tom Thumb hid	himself	1
but Tom Thumb hid himself	amongst	1
Tom Thumb hid himself amongst	the	1
Thumb hid himself amongst the	shreds	1
hid himself amongst the shreds	of	1
himself amongst the shreds of	cloth	1
amongst the shreds of cloth	,	1
the shreds of cloth ,	and	1
shreds of cloth , and	when	1
of cloth , and when	she	1
cloth , and when she	began	1
, and when she began	to	1
and when she began to	search	1
when she began to search	through	1
she began to search through	those	1
began to search through those	,	1
to search through those ,	he	1
search through those , he	slipped	1
through those , he slipped	into	1
those , he slipped into	a	1
, he slipped into a	crack	1
he slipped into a crack	in	1
slipped into a crack in	the	1
into a crack in the	table	1
a crack in the table	,	1
crack in the table ,	but	1
in the table , but	put	1
the table , but put	out	1
table , but put out	his	1
, but put out his	head	1
but put out his head	to	1
put out his head to	laugh	1
out his head to laugh	at	1
his head to laugh at	her	1
head to laugh at her	;	1
to laugh at her ;	so	1
laugh at her ; so	she	1
at her ; so she	tried	1
her ; so she tried	again	1
; so she tried again	to	1
so she tried again to	hit	1
she tried again to hit	him	1
tried again to hit him	with	1
again to hit him with	the	1
to hit him with the	shred	1
hit him with the shred	,	1
him with the shred ,	but	1
with the shred , but	did	1
the shred , but did	not	1
shred , but did not	succeed	1
, but did not succeed	in	1
but did not succeed in	doing	1
did not succeed in doing	so	1
not succeed in doing so	,	1
succeed in doing so ,	for	1
in doing so , for	he	1
doing so , for he	slipped	1
so , for he slipped	through	1
, for he slipped through	the	1
for he slipped through the	crack	1
he slipped through the crack	into	1
slipped through the crack into	the	1
through the crack into the	table	1
the crack into the table	drawer	1
crack into the table drawer	.	1
into the table drawer .	At	1
the table drawer . At	last	1
table drawer . At last	,	1
drawer . At last ,	though	1
. At last , though	,	1
At last , though ,	he	1
last , though , he	was	1
, though , he was	caught	1
though , he was caught	,	1
, he was caught ,	and	1
he was caught , and	driven	1
was caught , and driven	out	1
caught , and driven out	of	1
, and driven out of	the	1
and driven out of the	house	1
driven out of the house	.	1
out of the house .	So	1
of the house . So	the	1
the house . So the	little	1
house . So the little	fellow	1
. So the little fellow	continued	1
So the little fellow continued	his	1
the little fellow continued his	travels	1
little fellow continued his travels	,	1
fellow continued his travels ,	and	1
continued his travels , and	presently	1
his travels , and presently	entering	1
travels , and presently entering	a	1
, and presently entering a	thick	1
and presently entering a thick	forest	1
presently entering a thick forest	,	1
entering a thick forest ,	he	1
a thick forest , he	encountered	1
thick forest , he encountered	a	1
forest , he encountered a	company	1
, he encountered a company	of	1
he encountered a company of	robbers	1
encountered a company of robbers	who	1
a company of robbers who	were	1
company of robbers who were	plotting	1
of robbers who were plotting	to	1
robbers who were plotting to	steal	1
who were plotting to steal	the	1
were plotting to steal the	king's	1
plotting to steal the king's	treasure	1
to steal the king's treasure	.	1
steal the king's treasure .	As	1
the king's treasure . As	soon	1
king's treasure . As soon	as	1
treasure . As soon as	they	1
. As soon as they	saw	1
As soon as they saw	the	1
soon as they saw the	little	1
as they saw the little	tailor	1
they saw the little tailor	,	1
saw the little tailor ,	they	1
the little tailor , they	said	1
little tailor , they said	to	1
tailor , they said to	themselves	1
, they said to themselves	,	1
they said to themselves ,	"""A"	1
"said to themselves , ""A"	little	1
"to themselves , ""A little"	fellow	1
"themselves , ""A little fellow"	like	1
", ""A little fellow like"	this	1
"""A little fellow like this"	could	1
little fellow like this could	creep	1
fellow like this could creep	through	1
like this could creep through	a	1
this could creep through a	keyhole	1
could creep through a keyhole	,	1
creep through a keyhole ,	and	1
through a keyhole , and	aid	1
a keyhole , and aid	us	1
keyhole , and aid us	greatly	1
, and aid us greatly	.	1
and aid us greatly .	""""	1
"aid us greatly . """	So	1
"us greatly . "" So"	one	1
"greatly . "" So one"	called	1
". "" So one called"	out—	1
""" So one called out—"	"""Hullo"	1
"So one called out— ""Hullo"	,	1
"one called out— ""Hullo ,"	little	1
"called out— ""Hullo , little"	man	1
"out— ""Hullo , little man"	,	1
"""Hullo , little man ,"	will	1
, little man , will	you	1
little man , will you	come	1
man , will you come	with	1
, will you come with	us	1
will you come with us	to	1
you come with us to	the	1
come with us to the	king's	1
with us to the king's	treasury?	1
us to the king's treasury?	Certainly	1
to the king's treasury? Certainly	a	1
the king's treasury? Certainly a	Goliath	1
king's treasury? Certainly a Goliath	like	1
treasury? Certainly a Goliath like	you	1
Certainly a Goliath like you	could	1
a Goliath like you could	creep	1
Goliath like you could creep	in	1
like you could creep in	with	1
you could creep in with	ease	1
could creep in with ease	,	1
creep in with ease ,	and	1
in with ease , and	throw	1
with ease , and throw	out	1
ease , and throw out	the	1
, and throw out the	coins	1
and throw out the coins	to	1
throw out the coins to	us	1
out the coins to us	.	1
the coins to us .	""""	1
"coins to us . """	After	1
"to us . "" After"	considering	1
"us . "" After considering"	awhile	1
". "" After considering awhile"	,	1
""" After considering awhile ,"	Tom	1
After considering awhile , Tom	Thumb	1
considering awhile , Tom Thumb	consented	1
awhile , Tom Thumb consented	,	1
, Tom Thumb consented ,	and	1
Tom Thumb consented , and	accompanied	1
Thumb consented , and accompanied	them	1
consented , and accompanied them	to	1
, and accompanied them to	the	1
and accompanied them to the	king's	1
accompanied them to the king's	treasury	1
them to the king's treasury	.	1
to the king's treasury .	From	1
the king's treasury . From	top	1
king's treasury . From top	to	1
treasury . From top to	bottom	1
. From top to bottom	they	1
From top to bottom they	inspected	1
top to bottom they inspected	the	1
to bottom they inspected the	door	1
bottom they inspected the door	to	1
they inspected the door to	discover	1
inspected the door to discover	a	1
the door to discover a	crack	1
door to discover a crack	large	1
to discover a crack large	enough	1
discover a crack large enough	for	1
a crack large enough for	him	1
crack large enough for him	to	1
large enough for him to	get	1
enough for him to get	through	1
for him to get through	,	1
him to get through ,	and	1
to get through , and	soon	1
get through , and soon	found	1
through , and soon found	one	1
, and soon found one	.	1
and soon found one .	He	1
soon found one . He	was	1
found one . He was	for	1
one . He was for	going	1
. He was for going	in	1
He was for going in	directly	1
was for going in directly	,	1
for going in directly ,	but	1
going in directly , but	one	1
in directly , but one	of	1
directly , but one of	the	1
, but one of the	sentinels	1
but one of the sentinels	happening	1
one of the sentinels happening	to	1
of the sentinels happening to	catch	1
the sentinels happening to catch	sight	1
sentinels happening to catch sight	of	1
happening to catch sight of	him	1
to catch sight of him	,	1
catch sight of him ,	exclaimed:	1
sight of him , exclaimed:	"""Here"	1
"of him , exclaimed: ""Here"	is	1
"him , exclaimed: ""Here is"	indeed	1
", exclaimed: ""Here is indeed"	an	1
"exclaimed: ""Here is indeed an"	ugly	1
"""Here is indeed an ugly"	spider	1
is indeed an ugly spider	;	1
indeed an ugly spider ;	I	1
an ugly spider ; I	will	1
ugly spider ; I will	crush	1
spider ; I will crush	it	1
; I will crush it	with	1
I will crush it with	my	1
will crush it with my	foot	1
crush it with my foot	.	1
it with my foot .	""""	1
"with my foot . """	"""Leave"	1
"my foot . "" ""Leave"	the	1
"foot . "" ""Leave the"	poor	1
". "" ""Leave the poor"	creature	1
""" ""Leave the poor creature"	alone	1
"""Leave the poor creature alone"	,	1
the poor creature alone ,	""""	1
"poor creature alone , """	the	1
"creature alone , "" the"	other	1
"alone , "" the other"	said	1
", "" the other said"	;	1
""" the other said ;"	"""it"	1
"the other said ; ""it"	has	1
"other said ; ""it has"	not	1
"said ; ""it has not"	done	1
"; ""it has not done"	you	1
"""it has not done you"	any	1
has not done you any	harm	1
not done you any harm	.	1
done you any harm .	""""	1
"you any harm . """	So	1
"any harm . "" So"	Tom	1
"harm . "" So Tom"	Thumb	1
". "" So Tom Thumb"	slipped	1
""" So Tom Thumb slipped"	through	1
So Tom Thumb slipped through	the	1
Tom Thumb slipped through the	crack	1
Thumb slipped through the crack	,	1
slipped through the crack ,	and	1
through the crack , and	made	1
the crack , and made	his	1
crack , and made his	way	1
, and made his way	to	1
and made his way to	the	1
made his way to the	treasury	1
his way to the treasury	.	1
way to the treasury .	Then	1
to the treasury . Then	he	1
the treasury . Then he	opened	1
treasury . Then he opened	the	1
. Then he opened the	window	1
Then he opened the window	,	1
he opened the window ,	and	1
opened the window , and	cast	1
the window , and cast	out	1
window , and cast out	the	1
, and cast out the	coins	1
and cast out the coins	to	1
cast out the coins to	the	1
out the coins to the	robbers	1
the coins to the robbers	who	1
coins to the robbers who	were	1
to the robbers who were	waiting	1
the robbers who were waiting	below	1
robbers who were waiting below	.	1
who were waiting below .	While	1
were waiting below . While	the	1
waiting below . While the	little	1
below . While the little	tailor	1
. While the little tailor	was	1
While the little tailor was	engaged	1
the little tailor was engaged	in	1
little tailor was engaged in	this	1
tailor was engaged in this	exciting	1
was engaged in this exciting	employment	1
engaged in this exciting employment	,	1
in this exciting employment ,	he	1
this exciting employment , he	heard	1
exciting employment , he heard	the	1
employment , he heard the	king	1
, he heard the king	coming	1
he heard the king coming	to	1
heard the king coming to	inspect	1
the king coming to inspect	his	1
king coming to inspect his	treasure	1
coming to inspect his treasure	,	1
to inspect his treasure ,	so	1
inspect his treasure , so	as	1
his treasure , so as	quickly	1
treasure , so as quickly	as	1
, so as quickly as	possible	1
so as quickly as possible	he	1
as quickly as possible he	crept	1
quickly as possible he crept	out	1
as possible he crept out	of	1
possible he crept out of	sight	1
he crept out of sight	.	1
crept out of sight .	The	1
out of sight . The	king	1
of sight . The king	noticed	1
sight . The king noticed	that	1
. The king noticed that	his	1
The king noticed that his	treasure	1
king noticed that his treasure	had	1
noticed that his treasure had	been	1
that his treasure had been	disarranged	1
his treasure had been disarranged	,	1
treasure had been disarranged ,	and	1
had been disarranged , and	soon	1
been disarranged , and soon	observed	1
disarranged , and soon observed	that	1
, and soon observed that	coins	1
and soon observed that coins	were	1
soon observed that coins were	missing:	1
observed that coins were missing:	but	1
that coins were missing: but	he	1
coins were missing: but he	was	1
were missing: but he was	utterly	1
missing: but he was utterly	unable	1
but he was utterly unable	to	1
he was utterly unable to	think	1
was utterly unable to think	how	1
utterly unable to think how	they	1
unable to think how they	could	1
to think how they could	have	1
think how they could have	been	1
how they could have been	stolen	1
they could have been stolen	,	1
could have been stolen ,	for	1
have been stolen , for	the	1
been stolen , for the	locks	1
stolen , for the locks	and	1
, for the locks and	bolts	1
for the locks and bolts	had	1
the locks and bolts had	not	1
locks and bolts had not	been	1
and bolts had not been	tampered	1
bolts had not been tampered	with	1
had not been tampered with	,	1
not been tampered with ,	and	1
been tampered with , and	everything	1
tampered with , and everything	was	1
with , and everything was	well	1
, and everything was well	fastened	1
and everything was well fastened	.	1
everything was well fastened .	On	1
was well fastened . On	going	1
well fastened . On going	from	1
fastened . On going from	the	1
. On going from the	treasury	1
On going from the treasury	,	1
going from the treasury ,	he	1
from the treasury , he	warned	1
the treasury , he warned	the	1
treasury , he warned the	two	1
, he warned the two	sentinels	1
he warned the two sentinels	,	1
warned the two sentinels ,	saying—	1
the two sentinels , saying—	"""Be"	1
"two sentinels , saying— ""Be"	on	1
"sentinels , saying— ""Be on"	the	1
", saying— ""Be on the"	watch	1
"saying— ""Be on the watch"	,	1
"""Be on the watch ,"	some	1
on the watch , some	one	1
the watch , some one	is	1
watch , some one is	after	1
, some one is after	the	1
some one is after the	money	1
one is after the money	,	1
is after the money ,	""""	1
"after the money , """	and	1
"the money , "" and"	quite	1
"money , "" and quite"	soon	1
", "" and quite soon"	,	1
""" and quite soon ,"	on	1
and quite soon , on	Tom	1
quite soon , on Tom	Thumb	1
soon , on Tom Thumb	setting	1
, on Tom Thumb setting	to	1
on Tom Thumb setting to	work	1
Tom Thumb setting to work	again	1
Thumb setting to work again	,	1
setting to work again ,	they	1
to work again , they	heard	1
work again , they heard	very	1
again , they heard very	clearly	1
, they heard very clearly	the	1
they heard very clearly the	coins	1
heard very clearly the coins	ringing	1
very clearly the coins ringing	,	1
clearly the coins ringing ,	chink	1
the coins ringing , chink	,	1
coins ringing , chink ,	chank	1
ringing , chink , chank	,	1
, chink , chank ,	as	1
chink , chank , as	they	1
, chank , as they	struck	1
chank , as they struck	one	1
, as they struck one	against	1
as they struck one against	the	1
they struck one against the	other	1
struck one against the other	.	1
one against the other .	As	1
against the other . As	quickly	1
the other . As quickly	as	1
other . As quickly as	possible	1
. As quickly as possible	they	1
As quickly as possible they	unfastened	1
quickly as possible they unfastened	the	1
as possible they unfastened the	building	1
possible they unfastened the building	and	1
they unfastened the building and	went	1
unfastened the building and went	in	1
the building and went in	,	1
building and went in ,	hoping	1
and went in , hoping	to	1
went in , hoping to	take	1
in , hoping to take	the	1
, hoping to take the	thief	1
hoping to take the thief	.	1
to take the thief .	But	1
take the thief . But	Tom	1
the thief . But Tom	Thumb	1
thief . But Tom Thumb	was	1
. But Tom Thumb was	too	1
But Tom Thumb was too	quick	1
Tom Thumb was too quick	for	1
Thumb was too quick for	them	1
was too quick for them	,	1
too quick for them ,	he	1
quick for them , he	sprang	1
for them , he sprang	into	1
them , he sprang into	a	1
, he sprang into a	corner	1
he sprang into a corner	,	1
sprang into a corner ,	and	1
into a corner , and	hiding	1
a corner , and hiding	himself	1
corner , and hiding himself	behind	1
, and hiding himself behind	a	1
and hiding himself behind a	coin	1
hiding himself behind a coin	,	1
himself behind a coin ,	so	1
behind a coin , so	that	1
a coin , so that	nothing	1
coin , so that nothing	of	1
, so that nothing of	him	1
so that nothing of him	was	1
that nothing of him was	visible	1
nothing of him was visible	,	1
of him was visible ,	he	1
him was visible , he	made	1
was visible , he made	fun	1
visible , he made fun	of	1
, he made fun of	the	1
he made fun of the	sentinels	1
made fun of the sentinels	;	1
fun of the sentinels ;	crying	1
of the sentinels ; crying	"""I"	1
"the sentinels ; crying ""I"	am	1
"sentinels ; crying ""I am"	here!	1
"; crying ""I am here!"	""""	1
"crying ""I am here! """	Then	1
"""I am here! "" Then"	when	1
"am here! "" Then when"	the	1
"here! "" Then when the"	men	1
""" Then when the men"	hurried	1
Then when the men hurried	to	1
when the men hurried to	the	1
the men hurried to the	spot	1
men hurried to the spot	where	1
hurried to the spot where	the	1
to the spot where the	voice	1
the spot where the voice	came	1
spot where the voice came	from	1
where the voice came from	,	1
where the voice came from	.	1
the voice came from ,	he	1
voice came from , he	was	1
came from , he was	no	1
from , he was no	longer	1
, he was no longer	there	1
he was no longer there	,	1
was no longer there ,	but	1
no longer there , but	from	1
longer there , but from	a	1
there , but from a	different	1
, but from a different	place	1
but from a different place	cried	1
from a different place cried	out:	1
a different place cried out:	"""Ha"	1
"different place cried out: ""Ha"	,	1
"place cried out: ""Ha ,"	Ha!	1
"cried out: ""Ha , Ha!"	here	1
"out: ""Ha , Ha! here"	I	1
"""Ha , Ha! here I"	am!	1
, Ha! here I am!	""""	1
"Ha! here I am! """	So	1
"here I am! "" So"	the	1
"I am! "" So the"	sentinels	1
"am! "" So the sentinels"	kept	1
""" So the sentinels kept"	jumping	1
So the sentinels kept jumping	about	1
the sentinels kept jumping about	,	1
sentinels kept jumping about ,	but	1
kept jumping about , but	so	1
jumping about , but so	cleverly	1
about , but so cleverly	did	1
, but so cleverly did	Tom	1
but so cleverly did Tom	move	1
so cleverly did Tom move	from	1
cleverly did Tom move from	one	1
did Tom move from one	spot	1
Tom move from one spot	to	1
move from one spot to	another	1
from one spot to another	,	1
one spot to another ,	that	1
spot to another , that	they	1
to another , that they	were	1
another , that they were	obliged	1
, that they were obliged	to	1
that they were obliged to	run	1
they were obliged to run	around	1
were obliged to run around	the	1
obliged to run around the	whole	1
to run around the whole	time	1
run around the whole time	,	1
around the whole time ,	hoping	1
the whole time , hoping	to	1
whole time , hoping to	find	1
time , hoping to find	somebody	1
, hoping to find somebody	,	1
hoping to find somebody ,	until	1
to find somebody , until	at	1
find somebody , until at	length	1
somebody , until at length	,	1
, until at length ,	quite	1
until at length , quite	tired	1
at length , quite tired	out	1
length , quite tired out	,	1
, quite tired out ,	they	1
quite tired out , they	went	1
tired out , they went	off	1
out , they went off	.	1
, they went off .	Then	1
they went off . Then	Tomb	1
went off . Then Tomb	Thumb	1
off . Then Tomb Thumb	went	1
. Then Tomb Thumb went	on	1
Then Tomb Thumb went on	with	1
Tomb Thumb went on with	his	1
Thumb went on with his	work	1
went on with his work	,	1
on with his work ,	and	1
with his work , and	one	1
his work , and one	after	1
work , and one after	another	1
, and one after another	he	1
and one after another he	threw	1
one after another he threw	all	1
after another he threw all	the	1
another he threw all the	coins	1
he threw all the coins	out	1
threw all the coins out	of	1
all the coins out of	the	1
the coins out of the	window	1
coins out of the window	,	1
out of the window ,	but	1
of the window , but	the	1
the window , but the	very	1
window , but the very	last	1
, but the very last	he	1
but the very last he	sounded	1
the very last he sounded	and	1
very last he sounded and	rang	1
last he sounded and rang	with	1
he sounded and rang with	all	1
sounded and rang with all	his	1
and rang with all his	might	1
rang with all his might	and	1
with all his might and	springing	1
all his might and springing	nimbly	1
his might and springing nimbly	upon	1
might and springing nimbly upon	it	1
and springing nimbly upon it	,	1
springing nimbly upon it ,	so	1
nimbly upon it , so	flew	1
upon it , so flew	through	1
it , so flew through	the	1
, so flew through the	window	1
so flew through the window	.	1
flew through the window .	The	1
through the window . The	robbers	1
the window . The robbers	were	1
window . The robbers were	loud	1
. The robbers were loud	in	1
The robbers were loud in	their	1
robbers were loud in their	praises	1
were loud in their praises	.	1
